,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
3228,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,150,40070,8341,194,9.5,2016-03-03,Web Development,0,0,0
3229,Meteor and React for Realtime Apps,140,6527,1384,111,9.0,2016-05-23,Web Development,0,0,0
3230,The Web Developer Bootcamp,200,121584,27445,342,43.0,2015-11-02,Web Development,0,0,0
3231,AngularJS JumpStart with Dan Wahlin,75,17802,2144,113,10.0,2014-03-24,Web Development,0,0,0
3232,The Complete Web Developer Course 2.0,200,114512,22412,304,30.5,2016-03-08,Web Development,0,0,0
3233,Ultimate Web Designer & Developer Course: Build 23 Projects!,200,33788,4434,246,32.5,2015-08-20,Web Development,0,0,0
3234,ExpressJS Fundamentals,0,21245,914,9,1.0,2016-01-11,Web Development,1,0,0
3235,REST WCF Service in ASP.NET,0,7905,561,5,0.6833333333333333,2016-06-08,Web Development,0,0,0
3236,Projects in Node.js - Learn by Example,195,869,99,38,5.0,2016-04-24,Web Development,0,0,0
3237,Building Data Visualizations with D3 and Angular 2,125,293,30,31,3.5,2017-02-23,Web Development,1,0,0
3238,Learn Object Oriented PHP By Building a Complete Website,0,36322,2618,32,4.5,2016-03-01,Web Development,0,0,0
3239,Web Programming Course : Asp.Net MVC,100,2760,76,26,3.5,2015-07-13,Web Development,0,0,0
3240,Learn Spring Framework Practically - Hands On Recipies,145,522,50,48,5.5,2016-08-11,Web Development,0,0,0
3241,One-stop Ruby on Rails: Build Web Applications from Scratch,145,1628,162,129,18.5,2015-01-13,Web Development,0,0,0
3242,Learn what's new in PHP 7,0,12336,271,26,3.5,2016-04-04,Web Development,0,0,1
3243,Dive Into Docker: The Docker Course for Developers,0,6437,313,22,1.5,2017-04-14,Web Development,1,0,0
3244,"Basic Concepts of Web Development, HTTP and Java Servlets",35,2797,59,10,1.0,2014-08-27,Web Development,1,0,0
3245,The Most Comprehensive Web Development Course,200,333,22,353,42.0,2017-05-01,Web Development,0,0,0
3246,Learn and Understand AngularJS,175,59361,11580,55,7.0,2014-09-24,Web Development,0,0,0
3247,JavaScript: Understanding the Weird Parts,175,79612,16976,85,11.5,2015-03-12,Web Development,0,0,0
3248,Webpack 2: The Complete Developer's Guide,75,8964,1893,56,5.5,2017-01-03,Web Development,0,0,0
3249,Build Responsive Real World Websites with HTML5 and CSS3,195,43977,7106,77,12.0,2015-03-24,Web Development,0,0,0
3250,ES6 Javascript: The Complete Developer's Guide,80,13010,2709,68,6.5,2016-07-12,Web Development,1,0,0
3251,Learn and Understand NodeJS,195,58208,11123,98,13.0,2015-08-31,Web Development,0,0,0
3252,Understanding TypeScript,110,9132,1560,137,7.0,2016-09-12,Web Development,0,0,0
3253,Advanced React and Redux,140,21998,3326,119,12.0,2016-03-12,Web Development,0,0,1
3254,Modern React with Redux,180,50815,15117,150,26.5,2015-12-28,Web Development,0,0,0
3255,Angular Styling & Animations (for Angular 2 and Angular 4),120,4138,307,107,6.0,2017-03-28,Web Development,0,0,1
3256,The Complete ASP.NET MVC 5 Course,190,20652,6357,138,7.5,2016-05-16,Web Development,0,0,0
3257,GraphQL with React: The Complete Developers Guide,150,6412,987,114,13.0,2017-02-14,Web Development,0,0,1
3258,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",0,2464,17,9,0.7333333333333333,2017-03-07,Web Development,0,0,0
3259,WordPress in under an hour - Create/manage your own website!,0,6474,86,15,1.0,2015-07-15,Web Development,0,0,0
3260,Twitter Bootstrap 2 for Beginners,20,2388,139,12,1.0,2013-05-29,Web Development,1,0,0
3261,Bootstrap Tutorial - Essentials From Basic to Advanced,195,1494,23,62,7.5,2015-11-29,Web Development,0,0,0
3262,Create an Engaging Website with Twitter Bootstrap 2.x,20,1463,56,24,1.0,2012-06-18,Web Development,0,0,0
3263,Javascript :basics for beginners,30,1057,22,12,0.6166666666666667,2016-08-29,Web Development,1,0,0
3264,CSS Tutorial For Beginners: Style Your Wordpress Templates,35,1049,22,47,3.5,2016-01-27,Web Development,1,0,0
3265,HTML5 And CSS3 - Build Modern Responsive Websites,175,109,17,69,9.5,2017-06-02,Web Development,0,0,0
3266,PSD to HTML5/CSS3 using Twitter Bootstrap 3! ,95,2073,24,16,2.0,2015-02-25,Web Development,0,0,0
3267,Web Development: Make A Website That Will Sell For Thousands,50,1116,62,51,7.5,2013-09-03,Web Development,0,0,0
3268,WordPress Basics to Business: Share and Sell your Expertise,50,1125,10,45,3.5,2016-04-07,Web Development,1,0,0
3269,PHP Zend Framework 2:Creating a CRUD Application,40,802,6,9,0.6333333333333333,2016-11-25,Web Development,0,0,0
3270,JavaScript Fundamentals,0,4409,71,100,5.0,2016-12-20,Web Development,0,0,0
3271,Building a Website With Jekyll,20,686,19,21,3.0,2016-01-25,Web Development,0,0,0
3272,Big Data and Apache Hadoop for Developers - Fundamentals,30,1154,89,9,3.0,2013-12-10,Web Development,0,0,1
3273,Wordpress Development : Create a Custom Wordpress Website,120,885,3,13,1.5,2015-09-13,Web Development,0,0,0
3274,How to Make a Wordpress Website 2017,0,2437,137,10,0.5666666666666667,2016-06-07,Web Development,1,0,0
3275,RESTful Services with ASP.NET Web API,85,716,59,34,2.0,2014-11-21,Web Development,0,0,0
3276,Web Hosting Fundamentals,20,1867,19,8,0.6166666666666667,2013-12-08,Web Development,0,0,0
3277,Learning Path: React: Make Stunning React Websites,200,91,5,53,6.5,2017-04-18,Web Development,0,1,0
3278,Administering Microsoft SQL Server 2012 Databases - 70-462,60,586,65,98,5.5,2015-03-23,Web Development,0,0,0
3279,PHP CodeIgniter:CRUD concepts in MVC,40,601,4,6,0.5833333333333334,2016-11-27,Web Development,0,0,0
3280,Adobe Experience Manager CMS Basics,35,81,14,33,1.0,2017-05-02,Web Development,1,0,0
3281,Introduction to Frontend Web Development For  Beginners,145,1018,28,48,4.5,2016-08-02,Web Development,1,0,0
3282,PHP: Complete Login and Registration System with PHP & MYSQL,200,1448,173,48,7.5,2015-06-16,Web Development,0,0,0
3283,JavaScript Complete Guide to learning JavaScript,200,1296,22,72,5.5,2016-05-17,Web Development,1,0,0
3284,Advanced Scalable Python Web Development Using Flask,120,1299,56,71,14.0,2016-08-11,Web Development,0,0,1
3285,jQuery for Absolute Beginners - Lite,20,1769,49,7,0.5833333333333334,2015-12-30,Web Development,0,0,0
3286,HTML Complete Course - Beginner to Expert,0,20073,615,28,1.5,2016-02-29,Web Development,0,0,0
3287,Cross-Platform Development with ASP.NET Core 1.0 MVC,35,601,126,64,5.5,2016-07-11,Web Development,0,0,0
3288,Build a Photo Blog with Ruby on Rails,20,2281,32,21,1.5,2015-04-02,Web Development,0,0,1
3289,Practical PHP: Master the Basics and Code Dynamic Websites,0,83737,4598,45,6.5,2014-07-19,Web Development,0,0,0
3290,Sass Workflow,0,20890,945,21,3.0,2015-02-06,Web Development,1,0,0
3291,Learn PHP Fundamentals From Scratch,0,48650,1236,9,2.0,2013-10-16,Web Development,1,0,0
3292,XML For Absolute Beginners: Learn to create your own tags,75,1945,58,10,1.0,2015-12-17,Web Development,1,0,0
3293,Joomla: Create a Joomla Website This Weekend With NO CODING!,0,18496,386,30,2.0,2014-10-06,Web Development,1,0,0
3294,JavaScript for beginners - A Complete Guide,100,1193,87,58,10.5,2015-06-16,Web Development,0,0,0
3295,Laravel Deployment - Launch your Laravel Application Online,0,4905,101,13,1.0,2016-10-22,Web Development,0,0,1
3296,WordPress Development Crash Course: From Zero To Hero,60,1699,8,22,2.0,2016-02-01,Web Development,0,0,0
3297,Learn how to create a WordPress theme using Pinegrow,0,11812,152,19,2.0,2015-07-27,Web Development,0,0,1
3298,Learn to Build Web Apps using Laravel Framework,30,746,93,39,6.5,2015-11-10,Web Development,0,0,0
3299,Flexbox: The complete guide,35,189,7,16,1.0,2017-06-09,Web Development,0,0,0
3300,How to Safely Copy and Move Your WordPress Website,60,1419,38,20,1.5,2014-11-05,Web Development,0,0,1
3301,AngularJs :basics for beginners,45,1237,16,14,1.0,2016-09-19,Web Development,0,0,0
3302,JSON For Beginners: A Very Basic Introduction,65,1703,27,8,1.0,2016-01-18,Web Development,1,0,0
3303,Learn SASS and improve your CSS,55,1849,29,24,3.0,2014-12-20,Web Development,0,0,0
3304,Angular Tutorial For Beginners,0,5397,112,36,2.5,2017-02-28,Web Development,1,0,0
3305,HTML and CSS for Absolute Beginners,0,4410,52,26,3.0,2017-01-20,Web Development,0,0,0
3306,"JavaScript, jQuery and Ajax",20,1554,30,60,4.0,2016-02-02,Web Development,0,0,0
3307,Laravel Blog Development Starter,0,4499,138,20,2.0,2017-02-14,Web Development,0,0,0
3308,React: Learn ReactJS Fundamentals for Front-End Developers,55,1993,55,26,4.0,2016-06-06,Web Development,0,0,0
3309,JavaScript For Absolute Beginners - Level Two,30,424,85,9,1.0,2016-09-20,Web Development,0,0,1
3310,How To Create A Real Estate Website With Wordpress 2017,0,3782,32,11,1.5,2017-06-06,Web Development,1,0,0
3311,The Complete HTML5 and CSS3 Course - with 8 Websites Design,30,1551,42,78,7.5,2015-12-07,Web Development,0,0,0
3312,Introduction to Modern Programming with PHP,20,954,183,123,16.0,2015-08-27,Web Development,1,0,0
3313,HTML Introduction Course: Learn HTML in 2 hours!!!,0,7304,368,28,2.0,2016-03-08,Web Development,0,0,0
3314,Learn HTML & CSS: How To Start Your Web Development Career,0,15462,689,60,4.5,2015-09-29,Web Development,1,0,0
3315,React vs Angular vs Vue.js by Example,0,6958,132,30,3.5,2017-06-02,Web Development,1,0,0
3316,Create WordPress Plugins,50,964,19,21,2.5,2016-04-08,Web Development,0,0,0
3317,Build and Deploy a LAMP server on AWS,0,3571,18,8,1.0,2017-06-19,Web Development,1,0,0
3318,Build your own Beautiful Blog in WordPress + SEO,200,2421,6,28,3.0,2015-11-25,Web Development,0,0,0
3319,AngularJS Authentication: Secure Your App with Auth0,0,21689,1080,13,1.0,2016-04-01,Web Development,0,0,0
3320,Learn Bootstrap 4 by Example,0,5542,54,9,1.0,2017-06-12,Web Development,0,0,0
3321,Complete WooCommerce Plugin Tutorial For Wordpress 2017,0,7922,183,16,1.5,2017-01-27,Web Development,1,0,0
3322,How To Build And Make A Wordpress Website From Scratch 2017,0,7055,166,24,2.0,2017-01-24,Web Development,0,0,0
3323,Docker for Developers - Newest Version 1.12 with Swarm Mode,95,767,104,81,5.5,2016-07-22,Web Development,1,0,0
3324,Angular Material - Quickstart,0,3766,135,14,0.7,2017-03-09,Web Development,1,0,0
3325,HTML and CSS for Beginners - Build a Website & Launch ONLINE,0,70773,5660,50,6.0,2015-03-19,Web Development,0,0,0
3326,"Core: A Web App Reference Guide for Django, Python, and More",195,2497,98,154,26.0,2014-05-29,Web Development,0,0,0
3327,"JSON with Java APIs, jQuery and JSON REST Web Services",95,799,87,41,6.0,2016-05-30,Web Development,1,0,0
3328,Bootstrap 4 Quick Start: Code Modern Responsive Websites,0,41478,2104,13,3.0,2015-12-30,Web Development,0,0,0
3329,Learn Symfony 3 framework by practical examples,125,867,177,48,4.0,2016-09-19,Web Development,0,0,0
3330,"Complete Web Development with HTML, CSS and Javascript",0,2097,16,10,2.0,2017-06-27,Web Development,0,0,1
3331,Web Hosting Introduction: How to Publish Your Website Online,0,5533,137,11,1.0,2015-02-09,Web Development,1,0,0
3332,Django For Beginners,175,534,16,51,4.0,2016-08-23,Web Development,1,0,0
3333,Introduction to QGIS Python Programming,85,197,26,28,3.5,2016-12-22,Web Development,1,0,0
3334,Learning Object-Oriented JavaScript,75,533,54,23,3.0,2015-02-17,Web Development,0,0,1
3335,Bootstrap Tutorial for Beginners,20,1036,27,20,2.0,2016-02-21,Web Development,1,0,0
3336,Learn Bootstrap3 With Multi Purposes Single Page Layout,0,4503,146,122,21.0,2016-02-16,Web Development,0,0,0
3337,HTML for Beginners,0,8592,336,35,2.5,2013-07-20,Web Development,1,0,0
3338,How to Build WordPress Themes: A Web Designer's Guide,165,183,30,47,5.5,2017-03-31,Web Development,0,0,1
3339,XML DTD :basics for beginners,35,903,3,7,0.55,2016-09-26,Web Development,0,0,0
3340,Learn to make an HTML 5 website with a video background,80,1236,18,14,0.5,2015-06-05,Web Development,0,0,0
3341,Learn Authentication With ASP.NET Identity Security 2017,50,305,45,13,2.0,2016-02-26,Web Development,0,0,0
3342,HTML and CSS Foundations,0,1544,15,29,1.0,2017-06-23,Web Development,1,0,0
3343,Python Web Programming,100,1020,46,60,6.0,2015-07-01,Web Development,1,0,0
3344,Build a Complete Registration and Login System using PHP MVC,80,325,50,106,5.0,2017-02-23,Web Development,0,0,0
3345,ES6 / EcmaScript 6 for beginners an introduction,0,3227,19,21,2.0,2017-06-22,Web Development,0,0,1
3346,React for visual learners,20,659,64,26,3.5,2016-07-18,Web Development,0,0,0
3347,Learn to Create Advance Responsive Websites With Bootstrap,20,2528,15,30,2.0,2014-10-26,Web Development,0,0,0
3348,Master the Art of Web Design with HTML & CSS,145,550,15,59,3.0,2016-12-28,Web Development,0,0,0
3349,Sell Courses On Your Own Website - No Coding Required!,100,1032,9,21,1.0,2016-04-18,Web Development,0,0,0
3350,Implementing a Data Warehouse with SQL Server 2012 ,85,1142,148,90,5.0,2015-05-01,Web Development,0,0,0
3351,Learning 200 jQuery Functions with 800 Examples,195,1766,38,118,18.5,2015-02-24,Web Development,0,0,0
3352,Create Complete Web Applications easily with APEX 5,30,912,128,81,7.0,2015-07-14,Web Development,0,0,1
3353,"Learn Gulp, The Streaming Build System",25,1305,38,16,1.5,2015-04-19,Web Development,0,0,0
3354,Perfect React JS Course - Understand Relevant Details,200,653,20,25,1.0,2017-01-17,Web Development,1,0,0
3355,Create a classified website in 2 hours - guaranteed,50,3411,84,22,1.0,2013-11-09,Web Development,0,0,0
3356,Learn HTML And CSS From Scratch,0,11533,240,18,2.0,2016-02-19,Web Development,1,0,0
3357,Become a Certified Web Developer - Beginner to Expert,200,3397,12,85,8.0,2015-04-06,Web Development,0,0,0
3358,Complete Bootstrap 4 course - build 3 projects,0,7865,241,36,5.0,2017-04-07,Web Development,0,0,0
3359,Up and Running with Phalcon,20,715,12,12,1.5,2016-11-10,Web Development,0,0,0
3360,HTML : HTML Awesomeness,25,988,23,27,0.6333333333333333,2016-08-17,Web Development,1,0,0
3361,Build CRUD Application - PHP & Mysql,0,4405,71,12,1.5,2017-05-04,Web Development,1,0,0
3362,All You Need To Know About AngularJS - Training On AngularJS,50,1936,88,53,5.0,2014-03-07,Web Development,0,0,0
3363,PSD To a Creative Landing Page Using Twitter Bootstrap 3,0,11666,546,20,4.0,2016-04-07,Web Development,1,0,0
3364,Ready for Production with Spring Boot Actuator,55,361,26,49,2.5,2017-01-05,Web Development,0,0,1
3365,AngularJS For Beginners,0,30531,1948,53,3.0,2015-06-30,Web Development,0,0,0
3366,Learning Path: Akka: Building Applications and Microservices,200,88,8,55,4.5,2017-05-04,Web Development,0,0,1
3367,Set up a localhost Web Server for Faster Website Development,30,55,13,31,1.5,2017-06-12,Web Development,0,0,0
3368,Mastering Meteor: Reactive Full Stack JavaScript,95,494,46,37,3.0,2015-12-10,Web Development,0,1,0
3369,Build A Professional Wordpress Website In An Hour,20,1294,11,15,1.0,2014-12-31,Web Development,0,0,0
3370,Build a file hosting/sharing site in less than 2 hours ,20,976,29,13,1.5,2014-07-14,Web Development,0,0,0
3371,Introduction to Java Programming for Online Learners,200,1586,87,124,22.0,2013-04-17,Web Development,1,0,0
3372,Create full featured Landing Page in Ruby on Rails in 3 hour,30,1550,15,23,3.0,2015-05-15,Web Development,0,0,0
3373,How to create a  video blog with WordPress,25,1209,8,62,4.5,2016-03-29,Web Development,0,0,0
3374,PHP For WordPress Development,35,850,12,16,1.0,2016-04-12,Web Development,1,0,0
3375,Create a Professional Website Without Programming/Coding,0,5421,93,20,1.5,2015-01-17,Web Development,0,0,0
3376,How to Build an Autocomplete System Like Google,30,255,5,9,1.0,2016-10-12,Web Development,0,0,0
3377,Master EmberJS : Learn Ember JS From Scratch,120,707,59,103,6.5,2015-07-10,Web Development,0,0,0
3378,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,0,6856,137,19,2.0,2016-11-29,Web Development,1,0,0
3379,Learn Top Ten PHP FrameWorks By Building Projects,60,1007,96,87,17.5,2016-01-27,Web Development,0,0,0
3380,How to Make a Video Blog Website From Scratch w/ Wordpress ,0,12952,163,22,1.0,2015-10-21,Web Development,0,0,0
3381,Build Websites And Apps By Outsourcing,20,2299,11,22,2.0,2015-07-20,Web Development,0,0,0
3382,Learning Path: Web Applications with Spring and Angular,200,19,2,33,4.0,2017-06-28,Web Development,0,1,0
3383,Learn Ruby on Rails By Building Projects,60,1736,79,47,13.0,2014-11-12,Web Development,0,0,0
3384,Canvas image Creator HTML5 JavaScript project from Scratch,100,2195,10,35,3.5,2016-03-06,Web Development,0,0,1
3385,Javascript Essentials,0,47062,5590,41,8.5,2016-01-20,Web Development,1,0,0
3386,Devtools 2017: The Basics of Chrome Developer Tools,0,4569,108,18,1.0,2017-04-14,Web Development,1,0,0
3387,Chrome Extensions : Develop 5 chrome extensions from scratch,0,3655,85,44,2.0,2017-03-30,Web Development,1,0,0
3388,Learn how to quickly build websites using Wordpress,0,15715,406,28,3.5,2014-12-18,Web Development,0,0,0
3389,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,75,578,40,84,5.5,2017-01-27,Web Development,0,1,0
3390,Develop a Professional OnePage WordPress site With No Coding,20,1747,13,13,1.5,2016-08-29,Web Development,1,0,0
3391,PHP Specialist (2017 Edition),100,197,11,53,3.5,2017-03-28,Web Development,1,0,0
3392,Python Programming: Create an Digital Marketplace in Django,195,4198,145,161,26.0,2013-10-20,Web Development,0,0,0
3393,Create Ajax Chat App with PHP & Mysql,45,540,11,19,1.0,2017-04-15,Web Development,1,0,0
3394,Mastering Thymeleaf with Spring,75,942,161,64,4.5,2016-02-05,Web Development,0,0,0
3395,Learn Rails Programming in Less than 2 Hours,35,2470,24,19,2.5,2015-09-23,Web Development,0,0,0
3396,Wordpress Backup & Restore,95,478,37,18,1.5,2016-09-15,Web Development,0,0,0
3397,Learn JavaScript Dynamic Interactive Projects for Beginners,100,2558,12,36,3.0,2016-02-14,Web Development,1,0,0
3398,Build Modern Websites Super Fast,25,2178,22,19,1.5,2016-03-10,Web Development,0,0,0
3399,SAP - Learn SAPUI5 Professional Development,195,860,201,56,7.0,2016-04-25,Web Development,0,0,0
3400,Wordpress Security,95,2888,26,24,2.5,2015-04-13,Web Development,0,0,0
3401,Learn HTML5 At Your Own Pace. Ideal for Beginners,50,3026,60,67,7.0,2012-02-28,Web Development,0,0,0
3402,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,20,2164,290,70,8.5,2016-01-08,Web Development,0,0,0
3403,Build Real World Websites from Scratch using HTML5 and CSS3,195,10874,114,59,7.5,2016-01-25,Web Development,1,0,0
3404,How to become an App Developer,200,1935,17,10,1.0,2017-05-19,Web Development,1,0,0
3405,"Modern JavaScript: Building Real-World, Real-Time Apps",50,1871,154,60,13.5,2016-03-30,Web Development,0,0,1
3406,JavaScript Introduction to Object Oriented JavaScript,90,7789,59,23,1.5,2015-10-01,Web Development,1,0,0
3407,Core HTML How to get online quickly HTML to HTML5 ,90,10394,33,34,3.5,2015-08-21,Web Development,1,0,0
3408,Building Websites JavaScript and the DOM,120,17759,64,37,3.0,2016-09-26,Web Development,1,0,0
3409,Complete Login and Registration System in PHP and MYSQL,200,4714,149,28,4.0,2015-07-16,Web Development,0,0,0
3410,The Complete E-Commerce Web Developer Course 5.0,195,3209,58,96,12.5,2016-09-13,Web Development,0,0,0
3411,HTML5 canvas Bootcamp for beginners 25 easy steps,120,14118,30,27,2.0,2016-03-01,Web Development,1,0,0
3412,Advanced HTML5 Tutorial for Web Developers,50,11847,57,57,7.5,2012-10-17,Web Development,0,0,0
3413,Learn the Basics of Programming for Marketers,55,11339,43,26,3.5,2015-04-21,Web Development,1,0,0
3414,Css For Beginners,85,1156,13,28,2.5,2015-10-21,Web Development,1,0,0
3415,GRUNT js: Automate web development tasks and save your time,55,1534,33,18,1.5,2015-03-02,Web Development,0,0,0
3416,Mastering Web and Mobile Debugging Using Chrome Dev Tools,195,1102,12,21,2.0,2016-01-29,Web Development,0,0,0
3417,HTML : Beginner Guide to HTML writing,20,783,20,13,0.6166666666666667,2016-07-28,Web Development,1,0,0
3418,Build Web Apps Using EmberJS: The Complete Course,40,627,126,31,4.5,2015-12-10,Web Development,0,0,0
3419,SharePoint 2013 Development using C# - Part I,50,891,101,119,8.5,2014-11-06,Web Development,0,0,0
3420,SAP Crystal Reports with ASP.Net (Step by step),0,7484,304,5,1.0,2015-03-04,Web Development,1,0,0
3421,Building Responsive Data Visualizations with D3 JS,85,876,59,28,2.0,2015-06-12,Web Development,0,0,0
3422,Learn Rails Programming in Less than 30 Minute - Lite,20,1235,25,7,0.6333333333333333,2016-01-06,Web Development,0,0,0
3423,SASS - Beginner Crash Course,25,1143,34,13,1.0,2015-02-12,Web Development,1,0,0
3424,Angular 2 Fundamentals for Web Developers,40,450,61,41,6.0,2016-04-14,Web Development,0,0,0
3425,Easily Learn Web Development With Drop & Drag: OptimizePress,20,1442,9,25,2.0,2015-01-23,Web Development,1,0,0
3426,XML XSLT - Crash Course for Beginners,45,426,4,9,1.0,2017-02-19,Web Development,0,0,0
3427,Create Your Own Successful Online School To Sell Courses,95,2814,14,39,2.0,2014-11-18,Web Development,1,0,0
3428,Flask Tutorial Step by Step,0,4645,171,19,2.0,2017-02-28,Web Development,0,0,1
3429,Ruby on Rails a Beginners Guide ,0,13130,346,88,6.5,2016-03-18,Web Development,1,0,0
3430,Mastering Basic CSS Selectors.,0,3933,23,14,3.0,2017-05-09,Web Development,1,0,0
3431,Create a Website Similar to Facebook from Scratch!,25,2197,9,12,1.5,2016-02-09,Web Development,0,0,0
3432,Comprehensive TypeScript,125,1318,78,51,4.5,2015-04-13,Web Development,0,0,0
3433,"Essential HTML, CSS & HTML5 Training",50,1553,35,43,5.5,2015-04-12,Web Development,1,0,0
3434,HTML 5 and CSS 3 - tricks and workarounds,80,2007,10,113,5.5,2016-02-18,Web Development,0,0,0
3435,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",45,1540,19,39,3.0,2015-05-21,Web Development,1,0,0
3436,WordPress Plugins Treasure Chest,25,1655,10,44,3.0,2015-08-06,Web Development,0,0,1
3437,Practical Understanding of PHP and MySQL,0,12201,217,24,5.5,2016-07-06,Web Development,1,0,0
3438,"AngularJS for Beginners, Single-Page Applications Made Easy",200,1284,46,30,1.5,2014-11-18,Web Development,0,0,0
3439,Building a Social Network in PHP & MySQL From Scratch,50,869,125,78,14.0,2015-03-17,Web Development,0,0,0
3440,XML DOM - Crash Course for Beginners,45,396,6,8,0.5666666666666667,2017-02-19,Web Development,0,0,0
3441,Create a Powerful Website with the Cool Bootstrap Framework,0,7142,41,25,4.0,2016-02-02,Web Development,0,0,0
3442,HTML5 and CSS3 -Start building beautiful websites,150,1414,14,22,2.5,2015-05-14,Web Development,0,0,0
3443,Getting Started as a Web Developer,0,9833,241,15,1.0,2014-08-16,Web Development,1,0,0
3444,Learn Laravel: Create Your Web App Step-By-Step,45,604,47,35,4.0,2015-05-20,Web Development,0,0,0
3445,Professional Web Scraping with Java,50,685,37,14,1.0,2016-05-16,Web Development,0,0,1
3446,3D Programming with WebGL and Babylon.js for Beginners,200,549,49,18,2.0,2015-08-31,Web Development,0,0,1
3447,Learn to make a colorful one page website,200,1220,16,16,0.5666666666666667,2015-06-05,Web Development,0,0,0
3448,WordPress Plugin Tutorial,40,1588,8,15,0.5666666666666667,2015-05-14,Web Development,1,0,0
3449,Introduction to HTML,0,8371,212,18,1.5,2014-08-30,Web Development,1,0,0
3450,Learn JavaScript From Scratch:Become Top Rated Web Developer,65,2570,17,87,5.0,2017-06-29,Web Development,0,0,0
3451,"Installing Wordpress 4 - Installation, Registrars & Hosting",45,6117,188,28,2.5,2014-10-31,Web Development,1,0,0
3452,Learn PHP Programming for Absolute Beginners,35,5368,78,20,2.0,2015-08-05,Web Development,0,0,0
3453,WordPress for Beginners 2017 + Google AdSense Implementation,195,2225,14,64,6.5,2017-06-05,Web Development,0,0,0
3454,JavaScript for beginners in 1 hour,95,2086,56,22,1.0,2016-12-12,Web Development,1,0,0
3455,HTML5 and CSS for Beginner To Expert,20,1732,15,48,4.5,2017-06-06,Web Development,0,0,0
3456,Become a Kick-Ass Web Developer: From Newbie to Pro,200,6751,44,353,48.5,2014-10-02,Web Development,0,0,0
3457,Django Tutorial: Build Your First App Fast & Free! ,20,5228,180,27,2.5,2015-09-08,Web Development,1,0,0
3458,Create a social network using PHP Mysqli HTML Css and JQuery,40,1477,17,27,6.0,2017-04-24,Web Development,0,0,1
3459,PHP - Send and Receive Mobile Text Messages (SMS),50,1626,81,18,1.5,2016-06-15,Web Development,0,0,0
3460,Complete PHP Course with OOP Start to Finish!,200,4529,54,29,2.0,2015-11-26,Web Development,0,0,0
3461,Coding Made Easy: HTML & CSS For Beginners,40,3254,92,16,1.5,2016-06-07,Web Development,1,0,0
3462,WordPress Security - The Ultimate Security Guide,60,2267,17,29,1.5,2015-01-04,Web Development,0,0,0
3463,How to Make a Single Page Website for Freelancers & Agencies,0,17463,283,30,1.5,2015-10-15,Web Development,0,0,0
3464,Learn to Use jQuery UI Widgets,0,23669,521,9,1.0,2013-06-23,Web Development,1,0,0
3465,Learn to Create Responsive Layouts in 30 Minutes,0,5301,174,6,0.5,2017-01-17,Web Development,1,0,0
3466,Web Building Starter Pack. Html Css and JQuery Animations,30,1033,16,42,7.5,2016-10-07,Web Development,0,0,0
3467,Getting Started with Angular 2+,0,6909,401,14,2.0,2017-04-27,Web Development,1,0,0
3468,Intro to PHP Web Application Development with Symfony,200,4040,72,20,1.5,2013-09-06,Web Development,1,0,0
3469,Learn OAuth 2.0 - Theory and Hands On,145,546,69,21,3.0,2016-10-17,Web Development,0,0,0
3470,Learning CSS3 - A Comprehensive Tutorial For Web Developers,50,2459,107,101,8.0,2012-05-24,Web Development,0,0,0
3471,Professional WordPress Theme Development from Scratch,200,1284,173,301,25.5,2015-10-13,Web Development,0,0,0
3472,PHP Zend Framework 1.11:Creating a CRUD Application,40,1122,5,7,0.5833333333333334,2016-11-24,Web Development,0,0,0
3473,Write quicker HTML5 and CSS 3; productivity hacks with emmet,0,13016,286,15,1.5,2016-03-03,Web Development,0,0,0
3474,The Ultimate jQuery Course,20,1098,15,54,2.5,2015-11-13,Web Development,0,0,0
3475,Build an Advanced Single Page with Bootstrap & WordPress,95,481,75,77,6.0,2015-04-08,Web Development,0,0,1
3476,Master all PHP ideas 2017 to build any project,50,376,19,49,3.0,2017-02-12,Web Development,1,0,0
3477,A Beginner's Guide to the Meteor JavaScript Framework,50,898,132,40,2.0,2014-09-27,Web Development,1,0,0
3478,Create an E-commerce website without any coding,20,1393,40,9,0.5166666666666666,2014-12-18,Web Development,0,0,0
3479,Learn To Build Apps Using Play Framework,40,434,69,23,5.5,2016-06-07,Web Development,0,0,0
3480,Introducing Ionic 2,50,394,78,22,1.5,2016-02-08,Web Development,1,0,0
3481,Learn Laravel with Database Migration & Seeding & Faker,20,263,14,7,1.0,2017-01-09,Web Development,0,0,0
3482,Create a Client Network by Hosting WordPress Sites,35,1061,8,17,1.0,2015-03-02,Web Development,0,0,1
3483,Introduction to PHP Slim Microframework,20,1312,19,11,1.0,2015-08-07,Web Development,0,0,1
3484,ASP :basics for beginners,35,764,7,8,1.0,2016-09-29,Web Development,0,0,0
3485,"WordPress Development With NodeJS, Gulp, Composer & More",25,289,30,30,4.0,2016-10-25,Web Development,0,0,1
